季節,詳細季節,親季語,親季語よみがな,子季語,文字数,表示用子季語,季語の説明,分類
haru,初春,真菜,まな,真菜,2,間菜,食膳に供する上等でおいしい食用青菜のこと。古くは野草や薬草に対して、栽培されたアブラナやカブの若菜などを指した。早春の清々しい緑を味わう食の季語。,植物
haru,初春,真菜,まな,まな,2,,食膳に供する上等でおいしい食用青菜のこと。古くは野草や薬草に対して、栽培されたアブラナやカブの若菜などを指した。早春の清々しい緑を味わう食の季語。,植物
haru,初春,真菜,まな,間菜,4,,食膳に供する上等でおいしい食用青菜のこと。古くは野草や薬草に対して、栽培されたアブラナやカブの若菜などを指した。早春の清々しい緑を味わう食の季語。,植物
haru,初春,真菜,まな,真菜汁,3,,食膳に供する上等でおいしい食用青菜のこと。古くは野草や薬草に対して、栽培されたアブラナやカブの若菜などを指した。早春の清々しい緑を味わう食の季語。,植物
haru,初春,金縷梅,まんさく,金縷梅,3,金縷梅の花、きんろばい、ぎんろばい,マンサク科の落葉小高木。早春、山野で「まず咲く」ことからマンサクの名がついたとされる。リボンのような細長い黄金色の花弁を枝いっぱいにねじり咲かせ、春の山林を明るく彩る。,植物
haru,初春,金縷梅,まんさく,金縷梅の花,5,,マンサク科の落葉小高木。早春、山野で「まず咲く」ことからマンサクの名がついたとされる。リボンのような細長い黄金色の花弁を枝いっぱいにねじり咲かせ、春の山林を明るく彩る。,植物
haru,初春,金縷梅,まんさく,きんろばい,4,,マンサク科の落葉小高木。早春、山野で「まず咲く」ことからマンサクの名がついたとされる。リボンのような細長い黄金色の花弁を枝いっぱいにねじり咲かせ、春の山林を明るく彩る。,植物
haru,初春,金縷梅,まんさく,ぎんろばい,4,,マンサク科の落葉小高木。早春、山野で「まず咲く」ことからマンサクの名がついたとされる。リボンのような細長い黄金色の花弁を枝いっぱいにねじり咲かせ、春の山林を明るく彩る。,植物
haru,初春,水灌菜,みずかけな,水灌菜,3,水掛菜,早春、水辺や湧水地で水をかけ流しながら栽培・収穫される若菜（アブラナ科のタガラシやワサビ菜など）。澄んだ冷水に育まれた瑞々しさと特有の爽快な辛みが春の訪れを伝える。,植物
haru,初春,水灌菜,みずかけな,広島菜,3,,早春、水辺や湧水地で水をかけ流しながら栽培・収穫される若菜（アブラナ科のタガラシやワサビ菜など）。澄んだ冷水に育まれた瑞々しさと特有の爽快な辛みが春の訪れを伝える。,植物
haru,初春,水灌菜,みずかけな,みずかんさい,6,,早春、水辺や湧水地で水をかけ流しながら栽培・収穫される若菜（アブラナ科のタガラシやワサビ菜など）。澄んだ冷水に育まれた瑞々しさと特有の爽快な辛みが春の訪れを伝える。,植物
haru,初春,水灌菜,みずかけな,みずかん菜,5,,早春、水辺や湧水地で水をかけ流しながら栽培・収穫される若菜（アブラナ科のタガラシやワサビ菜など）。澄んだ冷水に育まれた瑞々しさと特有の爽快な辛みが春の訪れを伝える。,植物
haru,初春,水灌菜,みずかけな,水潅菜,3,,早春、水辺や湧水地で水をかけ流しながら栽培・収穫される若菜（アブラナ科のタガラシやワサビ菜など）。澄んだ冷水に育まれた瑞々しさと特有の爽快な辛みが春の訪れを伝える。,植物
haru,初春,壬生菜,みぶな,壬生菜,3,糸菜,京都壬生地方で古くから栽培されてきた伝統京野菜（アブラナ科）。水菜（京菜）の変種で、葉に切れ込みがなく丸みを帯びる。特有のピリッとした辛みと香りがあり、早春の漬物（壬生菜漬）などに重宝される。,植物
haru,初春,壬生菜,みぶな,仲生菜,3,,京都壬生地方で古くから栽培されてきた伝統京野菜（アブラナ科）。水菜（京菜）の変種で、葉に切れ込みがなく丸みを帯びる。特有のピリッとした辛みと香りがあり、早春の漬物（壬生菜漬）などに重宝される。,植物
haru,初春,壬生菜,みぶな,みぶな,3,,京都壬生地方で古くから栽培されてきた伝統京野菜（アブラナ科）。水菜（京菜）の変種で、葉に切れ込みがなく丸みを帯びる。特有のピリッとした辛みと香りがあり、早春の漬物（壬生菜漬）などに重宝される。,植物
haru,初春,壬生菜,みぶな,糸菜,3,,京都壬生地方で古くから栽培されてきた伝統京野菜（アブラナ科）。水菜（京菜）の変種で、葉に切れ込みがなく丸みを帯びる。特有のピリッとした辛みと香りがあり、早春の漬物（壬生菜漬）などに重宝される。,植物
haru,初春,ミモザ,みもざ,ミモザ,3,銀葉アカシア,一般にミモザといわれるのは、マメ科アカシア属のフサアカシアのこと。オーストラリア原産で、公園や庭などに植えられる。丈は十五メートルにもなる。二月から四月にかけて黄色の花を総状に三十個ほどつける。,植物
haru,初春,ミモザ,みもざ,ミモーザ,4,,一般にミモザといわれるのは、マメ科アカシア属のフサアカシアのこと。オーストラリア原産で、公園や庭などに植えられる。丈は十五メートルにもなる。二月から四月にかけて黄色の花を総状に三十個ほどつける。,植物
haru,初春,ミモザ,みもざ,花ミモザ,4,銀葉アカシア,一般にミモザといわれるのは、マメ科アカシア属のフサアカシアのこと。オーストラリア原産で、公園や庭などに植えられる。丈は十五メートルにもなる。二月から四月にかけて黄色の花を総状に三十個ほどつける。,
haru,初春,春の虎落笛,はるのもがりぶえ,春の虎落笛,5,春の虎落笛,風がヒューヒューと音を立てて渡ること。冬の季語でもある虎落笛。春になってもまだ冬の寒さが感じられる。「虎落」とは竹を立て並べて作った柵や竹垣のこと。それが烈風に吹かれて、笛のように音を立てることに由来する。,
haru,仲春,如月,きさらぎ,如月,2,衣更着/梅見月/初花月/雪解月/小草生月/梅つ五月,陰暦二月の異称。暦の上では春であるが、なお残る寒さのために、更に衣を重ね着るという意が語源とされる。,時候
haru,仲春,如月,きさらぎ,きさらぎ,4,,陰暦二月の異称。暦の上では春であるが、なお残る寒さのために、更に衣を重ね着るという意が語源とされる。,時候
haru,仲春,如月,きさらぎ,衣更着,3,,陰暦二月の異称。暦の上では春であるが、なお残る寒さのために、更に衣を重ね着るという意が語源とされる。,時候
haru,仲春,如月,きさらぎ,梅見月,3,,陰暦二月の異称。暦の上では春であるが、なお残る寒さのために、更に衣を重ね着るという意が語源とされる。,時候
haru,仲春,如月,きさらぎ,初花月,3,,陰暦二月の異称。暦の上では春であるが、なお残る寒さのために、更に衣を重ね着るという意が語源とされる。,時候
haru,仲春,如月,きさらぎ,雪解月,3,,陰暦二月の異称。暦の上では春であるが、なお残る寒さのために、更に衣を重ね着るという意が語源とされる。,時候
haru,仲春,如月,きさらぎ,小草生月,4,,陰暦二月の異称。暦の上では春であるが、なお残る寒さのために、更に衣を重ね着るという意が語源とされる。,時候
haru,仲春,如月,きさらぎ,梅つ五月,4,,陰暦二月の異称。暦の上では春であるが、なお残る寒さのために、更に衣を重ね着るという意が語源とされる。,時候
haru,仲春,啓蟄,けいちつ,啓蟄,2,驚蟄,二十四節気の一つで三月六日ころ。「啓」は「ひらく」、「蟄」は「土の中で冬ごもりしている虫」の意で、冬眠していた蛇や蛙などが暖かさに誘われて穴から出てくるころとされる。実際に虫が活動を始めるのはもっと暖かくなってからである。,時候
haru,仲春,啓蟄,けいちつ,啓蟄,2,,二十四節気の一つで三月六日ころ。「啓」は「ひらく」、「蟄」は「土の中で冬ごもりしている虫」の意で、冬眠していた蛇や蛙などが暖かさに誘われて穴から出てくるころとされる。実際に虫が活動を始めるのはもっと暖かくなってからである。,時候
haru,仲春,三月,さんがつ,三月,2,,草木の芽吹きが活発となる頃だが、北国はまだ雪に閉ざされている。下旬には桜の花が咲きはじめる地域も多い。最近では多くの人が、花粉症に悩まされる月でもある。,時候
haru,仲春,春社,しゅんしゃ,春社,2,社日/社日様/社日詣/社日潮斎/社翁の雨/社燕,立春から第五日の戊の日である社日のこと。土の神を祭り、五穀豊穣を祈る。また、この日に治聾酒を飲むと聾が治るとされる。,時候
haru,仲春,春社,しゅんしゃ,社日,2,,立春から第五日の戊の日である社日のこと。土の神を祭り、五穀豊穣を祈る。また、この日に治聾酒を飲むと聾が治るとされる。,時候
